"TL","Territory Level and Typology","REG_ID","Region","VAR","Variable","VINTAGE","Vintage","DWELLINGS","Dwellings","MEASURE","Measure","FREQ","Frequency","TIME","Time","Value","Flag Codes","Flags"
"1","Country","NLD","Netherlands","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","A","Annual","2008","2008",2.192,,
"1","Country","NLD","Netherlands","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","A","Annual","2009","2009",-4.459,,
"1","Country","NLD","Netherlands","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","A","Annual","2010","2010",-1.72,,
"1","Country","NLD","Netherlands","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011",-1.984,,
"1","Country","NLD","Netherlands","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012",-6.713,,
"1","Country","NLD","Netherlands","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013",-6.001,,
"1","Country","NLD","Netherlands","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014",0.82,,
"1","Country","NLD","Netherlands","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015",3.566,,
"1","Country","NLD","Netherlands","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016",5.051,,
"1","Country","NLD","Netherlands","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017",7.546,,
"1","Country","NLD","Netherlands","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018",9.451,,
"1","Country","NLD","Netherlands","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019",7.28,,
"1","Country","DEU","Germany","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2005","2005",1.245,,
"1","Country","DEU","Germany","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2006","2006",-0.39,,
"1","Country","DEU","Germany","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2007","2007",-2.139,,
"1","Country","DEU","Germany","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2008","2008",1.354,,
"1","Country","DEU","Germany","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2009","2009",0.82,,
"1","Country","DEU","Germany","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2010","2010",1.024,,
"1","Country","DEU","Germany","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2011","2011",3.488,,
"1","Country","DEU","Germany","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2012","2012",3.428,,
"1","Country","DEU","Germany","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2013","2013",3.148,,
"1","Country","DEU","Germany","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2014","2014",3.133,,
"1","Country","DEU","Germany","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2015","2015",4.713,,
"1","Country","DEU","Germany","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2016","2016",7.527,,
"1","Country","DEU","Germany","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2017","2017",6.116,,
"1","Country","DEU","Germany","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2018","2018",6.64,,
"1","Country","DEU","Germany","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2019","2019",5.775,,
"1","Country","NLD","Netherlands","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2006","2006",4.273,,
"1","Country","NLD","Netherlands","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2007","2007",4.843,,
"1","Country","NLD","Netherlands","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2008","2008",2.192,,
"1","Country","NLD","Netherlands","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2009","2009",-4.459,,
"1","Country","NLD","Netherlands","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2010","2010",-1.72,,
"1","Country","NLD","Netherlands","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2011","2011",-1.984,,
"1","Country","NLD","Netherlands","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2012","2012",-6.713,,
"1","Country","NLD","Netherlands","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2013","2013",-6.001,,
"1","Country","NLD","Netherlands","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2014","2014",0.82,,
"1","Country","NLD","Netherlands","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2015","2015",3.566,,
"1","Country","NLD","Netherlands","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2016","2016",5.051,,
"1","Country","NLD","Netherlands","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2017","2017",7.546,,
"1","Country","NLD","Netherlands","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2018","2018",9.451,,
"1","Country","NLD","Netherlands","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2019","2019",7.28,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2005","2005",68.576,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2006","2006",72.818,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2007","2007",77.098,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2008","2008",80.003,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2009","2009",80.384,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2010","2010",82.601,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2011","2011",87.864,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2012","2012",92.114,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2013","2013",94.864,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2014","2014",97.452,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2015","2015",100,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2016","2016",101.619,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2017","2017",103.585,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2018","2018",106.722,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","IXOB","Index publication base","A","Annual","2019","2019",110.557,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GY","Percentage change on the same period of the previous year","A","Annual","2005","2005",3.694,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GY","Percentage change on the same period of the previous year","A","Annual","2006","2006",6.186,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GY","Percentage change on the same period of the previous year","A","Annual","2007","2007",5.877,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GY","Percentage change on the same period of the previous year","A","Annual","2008","2008",3.769,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GY","Percentage change on the same period of the previous year","A","Annual","2009","2009",0.476,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GY","Percentage change on the same period of the previous year","A","Annual","2010","2010",2.758,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011",6.372,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012",4.836,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013",2.986,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014",2.728,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015",2.614,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016",1.619,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017",1.934,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018",3.028,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019",3.594,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","A","Annual","2005","2005",3.694,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","A","Annual","2006","2006",6.186,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","A","Annual","2007","2007",5.877,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","A","Annual","2008","2008",3.769,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","A","Annual","2009","2009",0.476,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","A","Annual","2010","2010",2.758,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","A","Annual","2011","2011",6.372,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","A","Annual","2012","2012",4.836,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","A","Annual","2013","2013",2.986,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","A","Annual","2014","2014",2.728,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","A","Annual","2015","2015",2.614,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","A","Annual","2016","2016",1.619,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","A","Annual","2017","2017",1.934,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","A","Annual","2018","2018",3.028,,
"1","Country","CHE","Switzerland","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_SINGLE_F","Single-Family","GP","Percentage change from previous period","A","Annual","2019","2019",3.594,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","A","Annual","2006","2006",9.667,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","A","Annual","2007","2007",8.299,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","A","Annual","2008","2008",1.345,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","A","Annual","2009","2009",-3.851,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","A","Annual","2010","2010",0.472,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011",0.604,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012",-2.193,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013",-1.825,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014",0.633,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015",2.213,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016",4.295,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017",4.717,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018",4.956,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019",4.822,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","IXOB","Index publication base","A","Annual","2005","2005",86.553,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","IXOB","Index publication base","A","Annual","2006","2006",94.92,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","IXOB","Index publication base","A","Annual","2007","2007",102.797,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","IXOB","Index publication base","A","Annual","2008","2008",104.18,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","IXOB","Index publication base","A","Annual","2009","2009",100.167,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","IXOB","Index publication base","A","Annual","2010","2010",100.64,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","IXOB","Index publication base","A","Annual","2011","2011",101.247,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","IXOB","Index publication base","A","Annual","2012","2012",99.028,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","IXOB","Index publication base","A","Annual","2013","2013",97.22,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","IXOB","Index publication base","A","Annual","2014","2014",97.835,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","IXOB","Index publication base","A","Annual","2015","2015",100,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","IXOB","Index publication base","A","Annual","2016","2016",104.295,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","IXOB","Index publication base","A","Annual","2017","2017",109.215,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","IXOB","Index publication base","A","Annual","2018","2018",114.627,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","IXOB","Index publication base","A","Annual","2019","2019",120.154,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2006","2006",9.667,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2007","2007",8.299,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2008","2008",1.345,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2009","2009",-3.851,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2010","2010",0.472,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2011","2011",0.604,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2012","2012",-2.193,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2013","2013",-1.825,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2014","2014",0.633,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2015","2015",2.213,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2016","2016",4.295,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2017","2017",4.717,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2018","2018",4.956,,
"1","Country","EU27_2020","European Union","RHPI","House Price Index","VINTAGE_TOTAL","Total","DWELLINGS_TOTAL","Total","GP","Percentage change from previous period","A","Annual","2019","2019",4.822,,
